message,label
Where to display 7 a/c transactions for my accounts?,27.00
please provide me a card appeal status,18.00
please see through my account and tell me whether account is begun,11.00
please can you help me to initiate a application for card,2.00
please help me to cause a call for card,2.00
present me brief of you,32.00
help me to develop a requisition for card,2.00
What are the options to move funds to internal bank account?,26.00
assist me to provide bank card recoup,24.00
What are the options to move transactions to inside bank account?,26.00
can you please give my acc details,13.00
please help me to re-enabling my atm card,0.00
14 catch my accounts activities,27.00
please assist to come with my atm card number,17.00
please get me my pass-word modulated,7.00
fees my atm card,10.00
summarization of you,32.00
can you provide my card desire status,18.00
what are the ways for Change my debit card pin num,24.00
can you help me to correct me cvv,5.00
please assist me to get fees inquiry about my credit card,10.00
please assist to transfer funds to other bank account,26.00
can you give rise to a call for card,2.00
can you please refinement my pass-word,7.00
please assist to induce request for card,2.00
please help me to get fees atm card,10.00
help me to give card offer status,18.00
I have got to go,33.00
help me to get whether account is activate,11.00
please can you help me to make a solicitation for card,2.00
assist me to set up inquiry for card,2.00
Where to catch 4 activity history for my a/c?,27.00
assist to transfer my funds to other bank account,26.00
please help me to give me my 12 recent activity,27.00
can you please turn to my till month,5.00
please assist to find me my fees of bank card,10.00
Where to check 2 a/c activity history for my accounts?,27.00
please can you help me to generate call for card,2.00
please assist to search me contact num,20.00
please help me to modulation me my user name,8.00
assist to overcome acc details,13.00
can you give Account details,13.00
help me to display my master card status,19.00
assist to search me my card call status,18.00
close my debit card,1.00
please provide my till month,22.00
assist to show me my Account details,13.00
get google mail id modified,5.00
can you help me to get bal of master card,12.00
I want someone to help me view 12 a/c activities and summary for every activity of my account,27.00
can you display me my contact no,20.00
please show my till year,22.00
assist me to give whether account is revoked,11.00
please assist me to catch me my card no,17.00
please assist to overcome me bank card re-enabling,0.00
please assist me to check my acc details,13.00
help me to get me address updated?,3.00
assist to obtain my my acc details,13.00
Where to provide 12 recent activity for my a/c?,27.00
help me to obtain atm card setoff,1.00
assist me to search whether my account is setup,11.00
assist me to search atm card off,1.00
please help me to modify my account no,5.00
can you engender a offer for card,2.00
please get my passcode,22.00
please transfer liquid,26.00
assist me to show me my visa card charges,10.00
I hate this!,36.00
please can you help me to search my postal addr,15.00
can you help me to change my card type,5.00
can you please help me to get my till_month transited,5.00
What steps should be taken in the event of a lost credit card?,25.00
please can you help me to whip up a requisition for card,2.00
please assist to transfer funds,26.00
can you help me to display password,22.00
please get expiry month,22.00
report of you,32.00
assist me to provide my visa card change,24.00
please get addr modified?,3.00
please help me to active my debit card pin num,0.00
please assist me to close my atm card atm password,1.00
please help me to get charges inquiry for my card,10.00
give my contact,20.00
please assist me to give my bank card no,17.00
get me help to setup bank card pin,0.00
